"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Shin-Soo Choo","Rangers","TEX @ TOR","DH","4.54",".86",".55",".18",".01",".12",".45",".41",".06",".04",".52","1.19","5.78","8.96","6.82","3174"
"Starlin Castro","Marlins","COL @ MIA","2B","4.33","1.16",".87",".20",".02",".08",".46",".45",".02",".01",".25",".69","5.67","8.82","6.95","4579"
"Johan Camargo","Braves","ATL @ PHI","3B","4.24",".96",".60",".22",".03",".12",".40",".51",".02",".01",".32","1.04","5.71","8.90","6.84","14950"
"Andrew Knapp","Phillies","ATL @ PHI","C","4.14",".82",".54",".16",".02",".10",".45",".47",".03",".02",".61","1.14","5.77","8.97","6.72","14942"
"Jose Reyes","Mets","NYM @ SD","SS","4.13",".92",".62",".19",".03",".08",".37",".45",".12",".06",".34",".53","5.64","8.76","6.80","1736"
"Harrison Bader","Cardinals","STL @ PIT","CF","4.09",".88",".61",".15",".02",".10",".39",".48",".10",".07",".40","1.03","5.66","8.80","6.76","18030"
"Ketel Marte","Diamondbacks","ARI @ WSH","2B","4.23","1.06",".78",".22",".02",".04",".37",".48",".07",".04",".36",".59","5.59","8.70","6.79","13613"
"Gregor Blanco","Giants","LAD @ SF","DH","4.58",".99",".73",".18",".05",".03",".45",".28",".12",".07",".48","1.08","5.62","8.66","6.81","3123"
"Jon Jay","Royals","CWS @ KC","LF","4.17",".98",".77",".16",".02",".02",".44",".38",".06",".03",".60",".68","5.60","8.68","6.68","5227"
"Brandon Crawford","Giants","LAD @ SF","SS","4.47",".97",".65",".21",".03",".08",".51",".37",".04",".03",".36","1.06","5.58","8.66","6.70","5343"
"Ryon Healy","Mariners","SEA @ CLE","1B","3.91",".97",".57",".24",".00",".15",".46",".49",".01",".01",".16",".95","5.55","8.66","6.68","15447"
"Andrelton Simmons","Angels","NYY @ LAA","SS","4.11","1.04",".76",".17",".02",".09",".45",".40",".07",".05",".28",".35","5.52","8.57","6.73","10847"
"Neil Walker","Yankees","NYY @ LAA","2B","4.31",".93",".65",".15",".01",".12",".44",".47",".01",".01",".39",".79","5.56","8.66","6.63","7539"
"Yan Gomes","Indians","SEA @ CLE","C","4.00",".82",".47",".20",".01",".14",".44",".50",".01",".01",".38","1.12","5.59","8.72","6.56","9627"
"Leury Garcia","White Sox","CWS @ KC","LF","4.03",".96",".65",".19",".04",".08",".41",".40",".11",".06",".25",".93","5.51","8.54","6.70","5913"
"Addison Russell","Cubs","MIL @ CHC","SS","3.98",".90",".56",".22",".02",".10",".41",".50",".03",".02",".34",".78","5.54","8.64","6.59","14106"
"Evan Longoria","Giants","LAD @ SF","3B","4.06",".95",".62",".22",".02",".09",".40",".52",".02",".01",".30",".85","5.50","8.60","6.59","9368"
"Jace Peterson","Orioles","DET @ BAL","2b","4.53",".81",".61",".15",".02",".04",".55",".32",".08",".05",".64","1.02","5.57","8.63","6.52","12325"
"Daniel Robertson","Rays","TB @ BOS","2B","4.27",".95",".67",".19",".02",".07",".45",".41",".03",".02",".44","1.18","5.50","8.54","6.57","14145"
"Jose Iglesias","Tigers","DET @ BAL","SS","4.67","1.10",".79",".25",".01",".05",".47",".32",".08",".06",".25",".74","5.45","8.42","6.68","10231"
"Alex Gordon","Royals","CWS @ KC","LF","4.07",".76",".53",".14",".01",".08",".44",".45",".05",".03",".64",".89","5.55","8.64","6.45","5209"
"Matt Wieters","Nationals","ARI @ WSH","C","4.11",".80",".53",".16",".00",".11",".42",".47",".02",".01",".52","1.04","5.49","8.55","6.42","4298"
"David Dahl","Rockies","COL @ MIA","LF","4.31",".87",".57",".15",".04",".10",".37",".46",".08",".05",".33","1.38","5.42","8.43","6.50","13744"
"Robinson Chirinos","Rangers","TEX @ TOR","C","3.90",".68",".32",".19",".00",".17",".43",".45",".02",".01",".44","1.38","5.50","8.56","6.37","3142"
"Craig Gentry","Orioles","DET @ BAL","RF","3.88",".86",".64",".16",".02",".04",".40",".39",".15",".07",".43",".77","5.41","8.38","6.48","9571"
"Aledmys Diaz","Blue Jays","TEX @ TOR","SS","3.71",".88",".53",".22",".01",".11",".45",".45",".04",".03",".27",".54","5.38","8.39","6.42","15937"
"Greg Garcia","Cardinals","STL @ PIT","DH","4.20",".84",".60",".17",".02",".04",".39",".36",".04",".02",".68",".77","5.42","8.38","6.37","10951"
"Alcides Escobar","Royals","CWS @ KC","SS","3.96",".93",".66",".19",".03",".06",".42",".50",".06",".03",".27",".52","5.33","8.33","6.41","6310"
"Drew Butera","Royals","CWS @ KC","C","3.84",".76",".51",".15",".01",".09",".46",".45",".04",".02",".51",".82","5.39","8.40","6.28","3411"
"Nomar Mazara","Rangers","TEX @ TOR","RF","4.34",".91",".62",".17",".01",".11",".41",".47",".01",".01",".31","1.13","5.31","8.29","6.36","14553"
"Max Stassi","Astros","OAK @ HOU","C","3.95",".67",".40",".13",".01",".14",".43",".48",".03",".01",".51","1.39","5.38","8.39","6.21","10059"
"Lewis Brinson","Marlins","COL @ MIA","CF","3.90",".81",".51",".16",".03",".11",".35",".47",".06",".05",".34","1.01","5.29","8.25","6.30","14352"
"Ben Gamel","Mariners","SEA @ CLE","LF","4.02",".96",".61",".24",".03",".08",".43",".39",".04",".02",".22",".91","5.25","8.16","6.36","12160"
"Colin Moran","Pirates","STL @ PIT","3B","3.92",".95",".67",".18",".02",".09",".37",".42",".02",".02",".37",".87","5.25","8.16","6.33","16909"
"Noel Cuevas","Rockies","COL @ MIA","RF","4.20",".91",".65",".15",".04",".06",".35",".40",".08",".05",".38",".99","5.23","8.12","6.33","11894"
"Gleyber Torres","Yankees","NYY @ LAA","2B","4.06",".90",".62",".18",".02",".08",".37",".39",".09",".05",".31",".95","5.21","8.09","6.30","16997"
"Jason Heyward","Cubs","MIL @ CHC","RF","3.86",".88",".59",".19",".03",".07",".36",".44",".05",".03",".39",".52","5.23","8.13","6.24","4940"
"Alex Verdugo","Dodgers","LAD @ SF","LF","4.16","1.03",".78",".19",".02",".04",".38",".46",".04",".03",".25",".50","5.15","8.03","6.29","17027"
"Freddy Galvis","Padres","NYM @ SD","SS","4.02",".87",".59",".16",".03",".08",".39",".40",".07",".04",".33",".80","5.19","8.06","6.24","6609"
"Kyle Farmer","Dodgers","LAD @ SF","C","4.04","1.01",".70",".25",".01",".04",".36",".45",".03",".02",".29",".57","5.16","8.03","6.25","14813"
"Stephen Piscotty","Athletics","OAK @ HOU","RF","4.05",".86",".55",".19",".02",".10",".40",".37",".03",".03",".37","1.13","5.20","8.07","6.21","13367"
"Tucker Barnhart","Reds","CIN @ MIN","C","4.09",".90",".61",".19",".01",".09",".43",".39",".02",".01",".36",".84","5.19","8.06","6.21","10200"
"Brandon Guyer","Indians","SEA @ CLE","RF","3.87",".80",".51",".21",".01",".07",".41",".39",".03",".02",".50",".78","5.21","8.09","6.12","2636"
"Orlando Arcia","Brewers","MIL @ CHC","SS","4.16",".90",".63",".18",".02",".07",".34",".43",".08",".05",".32",".81","5.14","7.99","6.21","13185"
"Ryan Rua","Rangers","TEX @ TOR","LF","3.78",".78",".46",".17",".01",".14",".38",".42",".05",".03",".28","1.27","5.15","8.01","6.13","12409"
"Alex Blandino","Reds","CIN @ MIN","2B","3.97",".83",".58",".16",".01",".08",".44",".37",".05",".04",".40","1.02","5.15","8.00","6.13","16271"
"Carlos Asuaje","Padres","NYM @ SD","2B","3.90",".87",".58",".19",".04",".07",".37",".41",".02",".02",".42",".69","5.14","7.99","6.14","15197"
"JaCoby Jones","Tigers","DET @ BAL","LF","4.16",".83",".55",".17",".02",".10",".37",".39",".09",".06",".29","1.45","5.12","7.95","6.16","14818"
"Ender Inciarte","Braves","ATL @ PHI","CF","3.89",".94",".75",".12",".02",".05",".41",".31",".11",".06",".33",".65","5.04","7.80","6.17","4922"
"Isiah Kiner-Falefa","Rangers","TEX @ TOR","2B","4.44",".94",".66",".21",".02",".05",".35",".38",".07",".04",".35","1.03","5.06","7.85","6.12","16512"
"Lourdes Gurriel","Blue Jays","TEX @ TOR","SS","3.97",".91",".61",".20",".02",".07",".40",".47",".05",".03",".19",".62","5.04","7.88","6.09","19238"
"Pat Valaika","Rockies","COL @ MIA","1B","4.09",".76",".43",".19",".01",".13",".35",".45",".04",".03",".29","1.15","5.07","7.90","6.02","14885"
"Austin Slater","Giants","LAD @ SF","LF","3.94",".93",".66",".17",".02",".07",".33",".46",".04",".03",".29","1.04","5.02","7.82","6.07","16153"
"Miguel Rojas","Marlins","COL @ MIA","SS","4.02",".99",".74",".19",".03",".04",".36",".44",".03",".02",".31",".40","5.00","7.79","6.08","7802"
"John Hicks","Tigers","DET @ BAL","C","4.04",".88",".55",".20",".01",".12",".36",".43",".05",".03",".18","1.23","5.01","7.81","6.06","12547"
"Chad Pinder","Athletics","OAK @ HOU","LF","3.94",".81",".49",".16",".01",".14",".39",".42",".03",".02",".22","1.40","5.03","7.83","6.02","15191"
"Jake Marisnick","Astros","OAK @ HOU","CF","3.82",".69",".43",".13",".01",".11",".41",".41",".11",".05",".31","1.58","5.05","7.86","5.96","11339"
"Adeiny Hechavarria","Rays","TB @ BOS","SS","4.05","1.02",".76",".17",".03",".06",".36",".46",".03",".02",".15",".71","4.92","7.68","6.05","10459"
"Caleb Joseph","Orioles","DET @ BAL","C","3.77",".81",".54",".17",".01",".09",".43",".44",".02",".02",".31",".96","4.98","7.77","5.91","7087"
"Dansby Swanson","Braves","ATL @ PHI","SS","4.12",".85",".60",".16",".02",".08",".34",".40",".04",".03",".40","1.07","4.97","7.73","5.96","18314"
"Wilmer Difo","Nationals","ARI @ WSH","2B","3.89",".84",".62",".16",".02",".04",".33",".36",".10",".05",".40",".92","4.92","7.62","5.91","14320"
"Jesus Sucre","Rays","TB @ BOS","C","3.94",".94",".69",".16",".01",".08",".37",".44",".05",".03",".16",".75","4.83","7.54","5.90","5942"
"Erik Gonzalez","Indians","SEA @ CLE","3B","3.76",".86",".58",".18",".02",".08",".38",".42",".07",".05",".19","1.13","4.85","7.56","5.87","13369"
"Jurickson Profar","Rangers","TEX @ TOR","SS","4.01",".80",".52",".20",".01",".06",".38",".30",".05",".03",".46",".79","4.88","7.55","5.80","10815"
"Elias Diaz","Pirates","STL @ PIT","C","4.04",".92",".67",".18",".01",".06",".36",".42",".03",".02",".25",".78","4.78","7.45","5.80","11680"
"Omar Narvaez","White Sox","CWS @ KC","C","3.91",".81",".59",".18",".01",".04",".44",".32",".02",".01",".51",".71","4.85","7.53","5.72","13338"
"A.J. Ellis","Padres","NYM @ SD","C","3.78",".67",".42",".14",".00",".11",".35",".40",".02",".01",".51",".86","4.86","7.55","5.65","5677"
"John Ryan Murphy","Diamondbacks","ARI @ WSH","C","4.00",".81",".55",".17",".00",".08",".32",".42",".02",".01",".37",".81","4.78","7.44","5.69","10346"
"Johnny Field","Rays","TB @ BOS","CF","3.81",".84",".52",".24",".01",".07",".37",".37",".07",".05",".15",".97","4.72","7.34","5.73","15048"
"Martin Maldonado","Angels","NYY @ LAA","C","3.76",".72",".45",".15",".01",".11",".42",".39",".02",".01",".30",".84","4.74","7.38","5.59","6887"
"Sandy Leon","Red Sox","TB @ BOS","C","3.81",".83",".57",".17",".01",".08",".37",".40",".02",".01",".27",".88","4.68","7.30","5.62","5273"
"Ronald Torreyes","Yankees","NYY @ LAA","SS","3.94",".97",".73",".19",".02",".03",".39",".37",".04",".02",".18",".41","4.64","7.22","5.70","11400"
"Bryan Holaday","Marlins","COL @ MIA","C","3.78",".83",".55",".18",".01",".09",".32",".43",".02",".01",".22",".50","4.60","7.17","5.54","11287"
"Deven Marrero","Diamondbacks","ARI @ WSH","2B","4.12",".83",".59",".18",".01",".04",".30",".38",".09",".04",".29","1.20","4.60","7.15","5.56","13325"
"Jonathan Lucroy","Athletics","OAK @ HOU","C","3.81",".85",".58",".18",".01",".07",".37",".33",".01",".01",".30",".70","4.59","7.12","5.53","7870"
"Jordy Mercer","Pirates","STL @ PIT","SS","3.81",".84",".59",".17",".02",".05",".31",".38",".02",".01",".35",".69","4.56","7.10","5.48","6547"
"Victor Reyes","Tigers","DET @ BAL","LF","3.91",".87",".63",".17",".02",".04",".32",".31",".09",".06",".19",".86","4.42","6.86","5.45","15487"
"Jett Bandy","Brewers","MIL @ CHC","C","4.04",".67",".45",".15",".00",".07",".33",".38",".02",".02",".46","1.10","4.50","7.00","5.27","12508"
"Tzu-Wei Lin","Red Sox","TB @ BOS","SS","3.69",".74",".54",".14",".03",".03",".36",".30",".08",".05",".36",".88","4.43","6.87","5.32","14678"
"Kelby Tomlinson","Giants","LAD @ SF","2B","3.81",".82",".68",".11",".02",".01",".27",".30",".10",".06",".37",".93","4.28","6.63","5.23","13005"
"Tomas Nido","Mets","NYM @ SD","C","4.01",".78",".55",".16",".01",".07",".32",".39",".01",".01",".23",".93","4.26","6.66","5.14","13755"
"Dixon Machado","Tigers","DET @ BAL","2B","3.79",".84",".63",".17",".01",".03",".32",".28",".07",".03",".22",".70","4.18","6.47","5.13","11472"
"Tony Wolters","Rockies","COL @ MIA","C","3.96",".68",".53",".12",".01",".02",".28",".24",".03",".02",".54","1.01","4.00","6.18","4.75","11470"
